,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
1125,0.868965517,0.972520233,0.02739726,0.945040467,0.972520233,0.02739726,0.945040467,0.972520233,0.02739726,0.945040467,0.997833113,0.971767363,0.02739726,0.944957587,74.90410959,,0.972520233,0.02739726,0.945040467,0.972520233,0.02739726,0.945040467,0.972520233,0.02739726,0.945040467,52.73972603,77,,145.8894489,112320.4795,,2,12.07624064,44513.43811,,12.52467512,3392.923689,,,2,2.333412147,1748.358621,,-1.639642096,46.23082192,,2,-0.397706054,410.8080031,47.26027397,69,0.97826087,0.020547945,0.95868704,1,2,10936,146,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,1.597816596,953.2890411,,1.072160116,555.7345424,,4.280996461,1568.387671,,1.694739847,834.0771019,,11.17038504,2807.983562,,2.719787073,1557.976234,0.965367965,0.04109589,0.917684646,0.965367965,0.04109589,0.917684646,0.965367965,0.04109589,0.917684646,0.898833051,0.102739726,0.794674667,0.898833051,0.102739726,0.794674667,0.898833051,0.102739726,0.794674667,0,0.960286091,0.04109589,0.917808219
1126,0.95377129,0.942057942,0.058252427,0.8603232,0.942057942,0.058252427,0.8603232,0.942057942,0.058252427,0.8603232,0.888295496,0.926198801,0.046116505,0.887126543,26.54368932,,0.918220668,0.07038835,0.834588548,0.918220668,0.07038835,0.834588548,0.918220668,0.07038835,0.834588548,69.41747573,286,,411.7885347,112252.74,,2,20.29000441,55165.98356,,26.06894744,3491.645592,,,2,2.970665856,1768.461679,,-1.211363187,39.06990291,,2,-0.347149256,396.4860543,30.58252427,126,0.948357198,0.065533981,0.853152392,1,2,10936,412,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.275553143,950.8014563,,1.104538625,540.3062859,,5.829245293,1563.157282,,1.764355572,813.4660464,,18.92151785,2853.004369,,3.357527664,1559.674723,0.909132534,0.07038835,0.833852486,0.909132534,0.07038835,0.833852486,0.909132534,0.07038835,0.833852486,0.828171828,0.155339806,0.642089261,0.828171828,0.155339806,0.642089261,0.828171828,0.155339806,0.642089261,0,0.869186369,0.09223301,0.772679754
1127,0.954761905,0.907467532,0.066508314,0.784015537,0.907467532,0.066508314,0.784015537,0.907467532,0.066508314,0.784015537,0.686375617,0.889629266,0.045130641,0.841832598,25.97624703,,0.908222591,0.071258907,0.768588076,0.908222591,0.071258907,0.768588076,0.908222591,0.071258907,0.768588076,81.71021378,344,,420.930968,116364.6784,,2,20.51577317,63095.3815,,28.7844637,3402.629737,,,2,3.326136522,1827.003908,,-0.276090912,46.51781473,,2,-0.163363101,434.3162431,18.28978622,77,0.916943522,0.045130641,0.846689027,1,2,10936,421,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,3.548327139,956.8957245,,1.42322973,594.3067133,,8.496247929,1558.241568,,2.181200965,887.8512323,,25.22999039,2802.297862,,3.942292306,1665.302496,0.791528239,0.076009501,0.717188681,0.791528239,0.076009501,0.717188681,0.791528239,0.076009501,0.717188681,0.733388704,0.163895487,0.459824832,0.733388704,0.163895487,0.459824832,0.733388704,0.163895487,0.459824832,0,0.876547871,0.080760095,0.735141736
1128,0.987694301,0.857282207,0.069902913,0.794653054,0.857282207,0.069902913,0.794653054,0.857282207,0.069902913,0.794653054,0.764983602,0.892106626,0.097734628,0.736004128,7.078317152,,0.905873013,0.066666667,0.807609307,0.905873013,0.066666667,0.807609307,0.905873013,0.066666667,0.807609307,77.73462783,1201,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,22.26537217,344,0.951374376,0.030420712,0.911290963,1,2,10936,1545,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.921247797,0.065372168,0.808969947,0.921247797,0.065372168,0.808969947,0.921247797,0.065372168,0.808969947,0.801186753,0.133333333,0.609965147,0.801186753,0.133333333,0.609965147,0.801186753,0.133333333,0.609965147,0,0.891914199,0.082200647,0.765213021
1129,0.950391645,0.920316377,0.0625,0.853992395,0.920316377,0.0625,0.853992395,0.920316377,0.0625,0.853992395,0.907525069,0.97182072,0.036458333,0.918683446,28.47916667,,0.93242866,0.0546875,0.873063846,0.93242866,0.0546875,0.873063846,0.93242866,0.0546875,0.873063846,67.70833333,260,,383.7198832,124901.1526,,2,19.58526805,64992.49438,,24.7634071,3318.61083,,,2,3.082310944,1845.717229,,-1.232982724,60.12942708,,2,-0.257845968,435.4328207,32.29166667,124,0.974441687,0.026041667,0.940944882,1,2,10936,384,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.63803722,901.3111979,,1.252532742,594.6775959,,6.916719946,1522.940885,,2.024701506,891.3081147,,20.78981819,2728.608594,,3.648315994,1697.962211,0.97182072,0.036458333,0.918683446,0.97182072,0.036458333,0.918683446,0.97182072,0.036458333,0.918683446,0.90837469,0.075520833,0.825454545,0.90837469,0.075520833,0.825454545,0.90837469,0.075520833,0.825454545,0,0.958312655,0.036458333,0.91662531
1130,0.987694301,0.909885119,0.025242718,0.825827935,0.909885119,0.025242718,0.825827935,0.909885119,0.025242718,0.825827935,0.407629173,0.884839536,0.026537217,0.80978677,7.078317152,,0.915791358,0.03236246,0.77586477,0.915791358,0.03236246,0.77586477,0.915791358,0.03236246,0.77586477,91.84466019,1419,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,8.155339806,126,0.870107389,0.041423948,0.72742309,1,2,10936,1545,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.868921776,0.026537217,0.80978677,0.868921776,0.026537217,0.80978677,0.868921776,0.026537217,0.80978677,0.686801571,0.097087379,0.365669803,0.686801571,0.097087379,0.365669803,0.686801571,0.097087379,0.365669803,0,0.850310972,0.042071197,0.707526976
1131,0.901041667,0.980656849,0.020725389,0.955173615,0.980656849,0.020725389,0.955173615,0.980656849,0.020725389,0.955173615,0.940599369,0.963768116,0.025906736,0.942685752,56.66321244,,0.980656849,0.020725389,0.955173615,0.980656849,0.020725389,0.955173615,0.980656849,0.020725389,0.955173615,64.24870466,124,,192.6969384,111291.3363,,2,13.8762184,47180.18894,,15.13963109,3376.899798,,,2,2.517650775,1741.028305,,-1.341955452,57.68756477,,2,-0.483430788,409.1877526,35.75129534,69,0.971014493,0.020725389,0.954297892,1,2,10936,193,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,1.799231026,918.5818653,,1.087210287,559.2275594,,5.090941224,1579.483938,,1.788119651,840.9100002,,14.03766587,2830.3,,3.040173292,1583.195728,0.961722768,0.031088083,0.931446839,0.961722768,0.031088083,0.931446839,0.961722768,0.031088083,0.931446839,0.940392707,0.051813472,0.886483943,0.940392707,0.051813472,0.886483943,0.940392707,0.051813472,0.886483943,0,0.993922394,0.005181347,0.9887575
1132,0.905940594,0.860080396,0.123152709,0.73237357,0.860080396,0.123152709,0.73237357,0.860080396,0.123152709,0.73237357,0.957553484,0.869975263,0.137931034,0.702564103,53.87192118,,0.807050093,0.157635468,0.654761905,0.807050093,0.157635468,0.654761905,0.807050093,0.157635468,0.654761905,62.06896552,126,,202.8099764,112189.498,,2,14.23789758,59481.59681,,17.93521178,3410.46854,,,2,2.787146873,1866.765433,,-1.271977452,62.50640394,,2,-0.123698769,436.9124667,37.93103448,77,0.891156463,0.103448276,0.779746835,1,2,10936,203,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.412998709,945.0231527,,1.228206851,597.5435955,,6.137289137,1555.456158,,1.960968015,891.3118813,,17.0418939,2825.065025,,3.365282433,1652.006642,0.849412492,0.103448276,0.775193798,0.849412492,0.103448276,0.775193798,0.849412492,0.103448276,0.775193798,0.751803752,0.226600985,0.511355311,0.751803752,0.226600985,0.511355311,0.751803752,0.226600985,0.511355311,0,0.884405277,0.108374384,0.772142857
1133,0.945086705,0.929811991,0.040345821,0.860770377,0.929811991,0.040345821,0.860770377,0.929811991,0.040345821,0.860770377,0.67078557,0.957927319,0.057636888,0.813149534,31.51585014,,0.935601284,0.040345821,0.86254315,0.935601284,0.040345821,0.86254315,0.935601284,0.040345821,0.86254315,82.42074928,286,,346.7180336,114099.255,,2,18.61663044,48334.51564,,20.70248768,3512.810926,,,2,2.648284445,1658.162474,,-1.096635202,43.81037464,,2,-0.368390723,375.8095304,17.57925072,61,0.941533876,0.043227666,0.85548491,1,2,10936,347,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,1.915261606,943.6501441,,1.025623542,513.4622051,,4.787745296,1554.071182,,1.608236024,765.6669938,,14.94280324,2839.32536,,2.984334299,1448.399844,0.849965608,0.089337176,0.697556724,0.849965608,0.089337176,0.697556724,0.849965608,0.089337176,0.697556724,0.87071535,0.074927954,0.7414307,0.87071535,0.074927954,0.7414307,0.87071535,0.074927954,0.7414307,0,0.956322366,0.034582133,0.885105678
1134,0.987694301,0.9576085,0.026537217,0.905922103,0.9576085,0.026537217,0.905922103,0.9576085,0.026537217,0.905922103,0.653766023,0.954651302,0.027184466,0.904065642,7.078317152,,0.96316971,0.029773463,0.894609624,0.96316971,0.029773463,0.894609624,0.96316971,0.029773463,0.894609624,83.17152104,1285,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,16.82847896,260,0.966484585,0.017475728,0.937282466,1,2,10936,1545,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.96972164,0.024595469,0.912137085,0.96972164,0.024595469,0.912137085,0.96972164,0.024595469,0.912137085,0.902865908,0.056957929,0.798383629,0.902865908,0.056957929,0.798383629,0.902865908,0.056957929,0.798383629,0,0.952412451,0.02394822,0.913788033
1135,0.946327684,0.967517989,0.016901408,0.945432187,0.967517989,0.016901408,0.945432187,0.967517989,0.016901408,0.945432187,0.71051637,0.967365967,0.01971831,0.938059274,30.8056338,,0.967517989,0.016901408,0.945432187,0.967517989,0.016901408,0.945432187,0.967517989,0.016901408,0.945432187,80.56338028,286,,354.6382888,114757.2761,,2,18.82709891,48237.10157,,17.34472816,3501.879963,,,2,2.393483105,1693.590846,,-1.147495878,44.55492958,,2,-0.35051446,372.8190321,19.43661972,69,0.974764366,0.014084507,0.954778222,1,2,10936,355,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,1.621456574,953.1985915,,0.976224551,510.3146372,,4.08686307,1575.427887,,1.513884998,770.3588255,,11.82695008,2885.643662,,2.657520645,1467.605519,0.935492044,0.03943662,0.872675104,0.935492044,0.03943662,0.872675104,0.935492044,0.03943662,0.872675104,0.945778859,0.025352113,0.916760024,0.945778859,0.025352113,0.916760024,0.945778859,0.025352113,0.916760024,0,0.965845748,0.01971831,0.937381882
1136,0.923694779,0.920186892,0.08,0.840051184,0.920186892,0.08,0.840051184,0.920186892,0.08,0.840051184,0.999953833,0.922907066,0.064,0.872106407,43.744,,0.91218638,0.088,0.824056302,0.91218638,0.088,0.824056302,0.91218638,0.088,0.824056302,50.4,126,,249.7418695,109980.7072,,2,15.79924775,58656.8495,,20.06176191,3394.960907,,,2,2.884019608,1867.116602,,-1.296150458,70.2604,,2,-0.326130687,437.0072277,49.6,124,0.911866359,0.088,0.823943662,1,2,10936,250,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.507089118,931.2408,,1.217472123,599.3012053,,6.57412508,1576.8084,,1.992387826,898.2373502,,19.41713567,2815.3288,,3.553206026,1687.22919,0.939484127,0.064,0.872008191,0.939484127,0.064,0.872008191,0.939484127,0.064,0.872008191,0.803827445,0.196,0.607849414,0.803827445,0.196,0.607849414,0.803827445,0.196,0.607849414,0,0.924027138,0.076,0.848
1137,0.965137615,0.948708983,0.043956044,0.912011173,0.948708983,0.043956044,0.912011173,0.948708983,0.043956044,0.912011173,0.998363673,0.95708042,0.042124542,0.91551513,20.02930403,,0.946765734,0.045787546,0.908328968,0.946765734,0.045787546,0.908328968,0.946765734,0.045787546,0.908328968,52.38095238,286,,545.8729393,122633.0234,,2,23.36257462,60876.02156,,26.23871971,3409.881472,,,2,2.90614036,1838.525596,,-0.926225312,51.19157509,,2,-0.244056773,411.2975313,47.61904762,260,0.978146853,0.021978022,0.955959455,1,2,10936,546,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.175518302,938.5199634,,1.154008723,567.6969577,,5.365658594,1543.739194,,1.752212252,860.087488,,17.10713016,2792.405495,,3.118563018,1675.364402,0.94517886,0.042124542,0.91551513,0.94517886,0.042124542,0.91551513,0.94517886,0.042124542,0.91551513,0.907167832,0.091575092,0.816047652,0.907167832,0.091575092,0.816047652,0.907167832,0.091575092,0.816047652,0,0.977797203,0.021978022,0.955928646
1138,0.987694301,0.711714831,0.089967638,0.374492105,0.711714831,0.089967638,0.374492105,0.711714831,0.089967638,0.374492105,0.403090783,0.831771696,0.0802589,0,7.078317152,,0.661610974,0.094498382,0.386991402,0.661610974,0.094498382,0.386991402,0.661610974,0.094498382,0.386991402,91.97411003,1421,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,8.025889968,124,0.829105381,0.097734628,0.495745191,1,2,10936,1545,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.499824068,0.0802589,0,0.499824068,0.0802589,0,0.499824068,0.0802589,0,0.609461193,0.115857605,0.218119619,0.609461193,0.115857605,0.218119619,0.609461193,0.115857605,0.218119619,0,0.762965086,0.086731392,0.470941792
1139,0.987694301,0.618161471,0.056957929,0.332927739,0.618161471,0.056957929,0.332927739,0.618161471,0.056957929,0.332927739,0.285709192,0.852715064,0.049838188,0,7.078317152,,0.526787926,0.064724919,0.299345148,0.526787926,0.064724919,0.299345148,0.526787926,0.064724919,0.299345148,95.01618123,1468,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,4.98381877,77,0.827657792,0.081553398,0.432309953,1,2,10936,1545,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.496753247,0.049838188,0,0.496753247,0.049838188,0,0.496753247,0.049838188,0,0.515800276,0.089967638,0.032194827,0.515800276,0.089967638,0.032194827,0.515800276,0.089967638,0.032194827,0,0.661059309,0.082200647,0.271099174
1140,0.941176471,0.872755331,0.098765432,0.792805755,0.872755331,0.098765432,0.792805755,0.872755331,0.098765432,0.792805755,0.964078765,0.895743146,0.080246914,0.82717873,33.75617284,,0.86870691,0.108024691,0.771075581,0.86870691,0.108024691,0.771075581,0.86870691,0.108024691,0.771075581,61.11111111,198,,323.5148005,120617.2367,,2,17.97994773,302909.9102,,25.73835944,3441.768072,,,2,3.227354484,2160.172848,,-0.579039715,64.31635802,,2,-0.133445612,473.5471797,38.88888889,126,0.906867395,0.092592593,0.806312769,1,2,10937,324,0,0,10936,1,0.009143275,0,0,99.99085672,0.009143275,,3.299409801,953.1728395,,1.391089706,646.8345856,,8.078948177,1575.453704,,2.172773369,957.1053038,,23.38059817,2821.162963,,3.892901372,1780.064284,0.895743146,0.080246914,0.82717873,0.895743146,0.080246914,0.82717873,0.895743146,0.080246914,0.82717873,0.717532468,0.274691358,0.429487179,0.717532468,0.274691358,0.429487179,0.717532468,0.274691358,0.429487179,0,0.873376623,0.12654321,0.737179487
1141,0.852713178,0.984556902,0.015384615,0.969113804,0.984556902,0.015384615,0.969113804,0.984556902,0.015384615,0.969113804,0.997266543,0.992753623,0.007692308,0.984571564,84.12307692,,0.984556902,0.015384615,0.969113804,0.984556902,0.015384615,0.969113804,0.984556902,0.015384615,0.969113804,53.07692308,69,,129.8550129,114869.11,,2,11.39233045,44198.37344,,10.23293281,3367.396084,,,2,2.120888493,1598.022663,,-1.721675746,59.28692308,,2,-0.884690425,367.1181807,46.92307692,61,0.984556902,0.015384615,0.969113804,1,2,10936,130,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,1.190141873,916.9830769,,0.923513163,500.9913633,,3.676821535,1550.049231,,1.561435796,747.9933848,,10.13525718,2798.755385,,2.635582961,1416.133274,0.914587788,0.092307692,0.814682823,0.914587788,0.092307692,0.814682823,0.914587788,0.092307692,0.814682823,0.930981231,0.069230769,0.861144078,0.930981231,0.069230769,0.861144078,0.930981231,0.069230769,0.861144078,0,0.984556902,0.015384615,0.969113804
1142,0.987694301,0.644293226,0.044660194,0.332479665,0.644293226,0.044660194,0.332479665,0.644293226,0.044660194,0.332479665,0.239913041,0.793143255,0.039482201,0,7.078317152,,0.506821395,0.051132686,0.274522857,0.506821395,0.051132686,0.274522857,0.506821395,0.051132686,0.274522857,96.05177994,1484,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,3.948220065,61,0.818436778,0.062135922,0.437290862,1,2,10936,1545,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.778340551,0.042718447,0.277853319,0.778340551,0.042718447,0.277853319,0.778340551,0.042718447,0.277853319,0.558945694,0.062135922,0.125801584,0.558945694,0.062135922,0.125801584,0.558945694,0.062135922,0.125801584,0,0.769232469,0.051779935,0.393570672
1143,0.947513812,0.831940786,0.099173554,0.694601542,0.831940786,0.099173554,0.694601542,0.831940786,0.099173554,0.694601542,0.745517843,0.90984016,0.090909091,0.74151436,30.12672176,,0.859912814,0.101928375,0.699335139,0.859912814,0.101928375,0.699335139,0.859912814,0.101928375,0.699335139,78.78787879,286,,362.6954791,113108.119,,2,19.04061962,50265.8346,,22.97442485,3517.887497,,,2,2.765067259,1694.698752,,-1.162390983,38.24655647,,2,-0.32559618,389.7325025,21.21212121,77,0.91958042,0.074380165,0.790402258,1,2,10936,363,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.106703674,959.0123967,,1.079454358,532.178809,,5.27111699,1560.445179,,1.697919497,793.5061427,,15.31795738,2862.211295,,3.016224652,1479.402174,0.897352647,0.104683196,0.708913649,0.897352647,0.104683196,0.708913649,0.897352647,0.104683196,0.708913649,0.716033966,0.170798898,0.45815678,0.716033966,0.170798898,0.45815678,0.716033966,0.170798898,0.45815678,0,0.855780583,0.074380165,0.769826918
1144,0.942073171,0.970122631,0.030395137,0.911143521,0.970122631,0.030395137,0.911143521,0.970122631,0.030395137,0.911143521,0.740959522,0.977814939,0.018237082,0.945562848,33.24012158,,0.970122631,0.030395137,0.911143521,0.970122631,0.030395137,0.911143521,0.970122631,0.030395137,0.911143521,79.02735562,260,,328.7574058,129230.0714,,2,18.12839585,64147.69624,,20.21199173,3306.852549,,,2,2.73341209,1776.793447,,-1.382436478,51.39148936,,2,-0.485740422,395.0108263,20.97264438,69,0.97826087,0.009118541,0.972045204,1,2,10936,329,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.10187672,913.5641337,,1.102514322,542.4845846,,5.415397971,1516.805167,,1.814223579,821.5090117,,16.20673981,2738.516109,,3.177538664,1603.077004,0.977480491,0.030395137,0.911143521,0.977480491,0.030395137,0.911143521,0.977480491,0.030395137,0.911143521,0.914074693,0.051671733,0.841589487,0.914074693,0.051671733,0.841589487,0.914074693,0.051671733,0.841589487,0,0.973160535,0.024316109,0.927417131
1145,0.969793323,0.929856481,0.06984127,0.859206436,0.929856481,0.06984127,0.859206436,0.929856481,0.06984127,0.859206436,0.993877418,0.940010571,0.057142857,0.884191176,17.35873016,,0.932763457,0.066666667,0.865526915,0.932763457,0.066666667,0.865526915,0.932763457,0.066666667,0.865526915,54.6031746,344,,629.8483086,114893.9417,,2,25.09527818,59114.86573,,32.05088504,3451.636717,,,2,3.276592661,1820.398291,,-0.700090964,45.09349206,,2,-0.085742715,419.4525744,45.3968254,286,0.95427102,0.042857143,0.913117651,1,2,10936,630,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,3.167606403,958.288254,,1.31984786,580.211377,,7.492192898,1570.820159,,2.012110907,865.2102194,,24.27830721,2842.900794,,3.727366642,1662.124667,0.95116584,0.055555556,0.887906055,0.95116584,0.055555556,0.887906055,0.95116584,0.055555556,0.887906055,0.871635632,0.126984127,0.7437097,0.871635632,0.126984127,0.7437097,0.871635632,0.126984127,0.7437097,0,0.928697756,0.071428571,0.856133727
1146,0.987694301,0.961735596,0.007119741,0.917135961,0.961735596,0.007119741,0.917135961,0.961735596,0.007119741,0.917135961,0.263265396,0.97362633,0.003236246,0.961810551,7.078964401,,0.961396842,0.00776699,0.910218787,0.961396842,0.00776699,0.910218787,0.961396842,0.00776699,0.910218787,95.53398058,1476,,1538.997507,117603.6368,,2,39.19363683,148018.6851,,53.91050565,3374.673742,,,2,4.124342803,2053.181428,,-0.854585811,42.30174757,,2,-0.003284874,479.9342573,4.466019417,69,0.970336986,0.003883495,0.953851668,1,2,10937,1545,0,0,10936,1,0.009143275,0,0,99.99085672,0.009143275,,5.195495699,911.9697087,,1.633826851,658.3657101,,12.57532775,1554.491845,,2.580548891,989.4851771,,38.09658801,2783.667638,,4.669659038,1854.979017,0.963262441,0.003236246,0.961271789,0.963262441,0.003236246,0.961271789,0.963262441,0.003236246,0.961271789,0.8865618,0.018770227,0.778501194,0.8865618,0.018770227,0.778501194,0.8865618,0.018770227,0.778501194,0,0.970842661,0.003236246,0.961271789
1147,0.943452381,0.94478022,0.03264095,0.906130511,0.94478022,0.03264095,0.906130511,0.94478022,0.03264095,0.906130511,0.775363846,0.969030969,0.047477745,0.873433172,32.45103858,,0.872877123,0.059347181,0.825279967,0.872877123,0.059347181,0.825279967,0.872877123,0.059347181,0.825279967,77.15133531,260,,336.7421168,128312.5635,,2,18.34709614,65669.60031,,23.58687046,3328.109064,,,2,3.023818908,1816.325842,,-1.125787636,44.43412463,,2,-0.439092409,421.3747044,22.84866469,77,0.978121878,0.026706231,0.926599066,1,2,10936,337,0,0,10935,1,0.009144111,0,0,99.99085589,0.009144111,,2.825995855,916.6142433,,1.271307697,576.2424224,,6.910006979,1510.880415,,2.029501369,862.1084947,,19.62864413,2741.824332,,3.545707285,1643.720579,0.92992008,0.089020772,0.75424182,0.92992008,0.089020772,0.75424182,0.92992008,0.089020772,0.75424182,0.83021978,0.106824926,0.68550394,0.83021978,0.106824926,0.68550394,0.83021978,0.106824926,0.68550394,0,0.951373626,0.029673591,0.91505772
1148,0.959314775,0.940266317,0.072649573,0.805457746,0.940266317,0.072649573,0.805457746,0.940266317,0.072649573,0.805457746,0.834135194,0.878774381,0.066239316,0.822144854,23.36965812,,0.922168042,0.08974359,0.768404185,0.922168042,0.08974359,0.768404185,0.922168042,0.08974359,0.768404185,73.5042735,344,,467.9149725,114765.4665,,2,21.63037268,61958.2735,,29.65823171,3388.867137,,,2,3.373761888,1845.218124,,-0.387156925,55.05641026,,2,-0.0891762,440.0597774,26.4957265,124,0.945142536,0.042735043,0.890285071,1,2,10937,468,0,0,10936,1,0.009143275,0,0,99.99085672,0.009143275,,3.596157591,938.4405983,,1.414548133,605.4368499,,8.804835628,1565.450855,,2.227940183,906.9124201,,26.88222861,2795.987393,,4.061778525,1687.849949,0.857956677,0.108974359,0.718045646,0.857956677,0.108974359,0.718045646,0.857956677,0.108974359,0.718045646,0.813484621,0.145299145,0.626969242,0.813484621,0.145299145,0.626969242,0.813484621,0.145299145,0.626969242,0,0.939000375,0.055555556,0.860253583
